ipc,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127,E128,E129,E130,E131,E132,E133,E134,E135,E136,E137,E138,E139,E140,E141,E142,E143,E144,E145,E146,E147,E148,E149,E150,E151,E152,E153,E154,E155,E156,E157,E158,E159,E160,E161,E162,E163,E164,E165,E166,E167,E168,E169,E170,E171,E172,E173,E174,E175,E176,E177,E178,E179,E180,E181,E182,E183,E184,E185,E186,E187,E188,E189,E190,E191,E192,E193,E194,E195,E196,E197,E198,E199
A61F009,-0.20040698,0.09084451,0.09987693,0.04741674,0.0507184,-0.3013587,-0.07265086,0.20235221,0.09074904,-0.12043651,0.1303245,-0.00282594,0.15520205,0.04510775,-0.10676268,-0.05031152,-0.05535388,0.11000133,0.07028957,-0.10104731,0.08738586,0.2290094,-0.00345873,-0.05032748,-0.1617164,0.02868377,-0.08730844,-0.25042167,0.11749677,-0.10526448,0.05410241,-0.00652281,0.27586916,-0.21727999,-0.21962126,-0.07222399,-0.00313445,0.14369138,0.02754437,-0.15495622,0.05469286,0.18222481,-0.0812212,0.31196117,-0.3001447,-0.07314055,-0.16325817,-0.01709737,0.26875108,-0.13423316,0.10021511,0.00581504,0.0986391,0.03004945,-0.19289337,-0.24178948,-0.18580897,-0.03585401,-0.0654793,-0.02946959,-0.06954404,-0.0744254,-0.05472071,0.2533297,0.21509145,-0.02297588,-0.1824136,0.14650501,0.20355862,0.10154787,0.1382424,-0.05257829,0.0793003,-0.01085889,0.02808908,-0.11992865,0.02925466,-0.06402349,0.03619825,-0.3072367,0.1278953,0.05874668,-0.06887756,0.04151041,-0.0628626,-0.06885909,-0.18364042,-0.08993959,-0.00392266,0.03957459,-0.01353902,-0.07074474,0.07504133,0.08584458,-0.1332728,-0.17065272,0.21560264,0.1679639,0.04981316,0.11125466,0.06804806,-0.16010457,-0.13295451,0.05154328,-0.02261085,-0.11270358,0.09734293,-0.22899064,-0.18595947,0.20346586,-0.00240398,0.00311835,0.30398244,-0.03901624,-0.10512746,0.07694022,-0.11083744,0.18543163,-0.03685037,0.11398968,0.0272391,0.13312593,-0.18890631,-0.03301491,0.06392559,0.04438942,-0.0122732,0.07770562,0.14923127,0.11358429,-0.02299669,-0.12541999,0.38751575,-0.09683927,0.03773363,0.22641756,-0.14079797,0.01213168,0.1107211,-0.24072015,0.14963758,-0.08630717,-0.13820739,0.07189586,-0.12755437,-0.10022161,0.12601493,0.06875,-0.00739085,0.14506853,-0.21188399,0.21872213,-0.06240227,-0.04459846,0.03933485,-0.15077148,0.05472039,-0.20504974,0.01458601,-0.11419854,-0.08584633,0.02865944,-0.17510954,0.06466527,-0.03103916,0.04025452,-0.04046673,-0.09120283,-0.16804658,0.08588255,-0.00973327,0.03064406,0.03759251,-0.13229027,-0.11439201,-0.09007541,0.07629708,-0.05141283,-0.00333236,0.07336635,0.03161588,0.08488131,0.10111998,0.15804772,0.01346402,0.01194832,0.09431033,0.21329488,0.00766888,0.00205346,0.1884637,-0.02780341,0.09037395,0.03746979,0.1297592,0.0663939,-0.2944734,0.00627733,0.17690112
A61G013,-0.19465677,0.08348013,0.08645099,0.04340142,0.05524992,-0.27458355,-0.05151837,0.18634954,0.06850162,-0.12550327,0.11582065,0.00187586,0.12267355,0.05408507,-0.08610345,-0.04004353,-0.03860933,0.06134031,0.06508733,-0.07998396,0.08799313,0.18001425,0.00579688,-0.0358925,-0.12813433,0.03555717,-0.09145155,-0.22293651,0.13170972,-0.07384087,0.05309869,-0.01064091,0.23603,-0.1704118,-0.19418898,-0.09617762,-0.00080276,0.11819268,0.04514137,-0.135283,0.04058258,0.16802266,-0.07627491,0.25946927,-0.27119482,-0.07494032,-0.17443182,-0.06335372,0.21516684,-0.08619777,0.07472836,-0.01982434,0.06571387,0.02489148,-0.14414538,-0.19560623,-0.16481052,-0.0232749,-0.04653643,-0.00333371,-0.06585544,-0.07929113,-0.07174991,0.19441745,0.17786121,-0.01415688,-0.16021566,0.137997,0.18688114,0.08532611,0.10602555,-0.05958416,0.06973761,-0.00384754,0.05020387,-0.0984095,0.02391828,-0.04628945,0.02578674,-0.25363192,0.1400919,0.08241521,-0.06695373,0.02629596,-0.02222743,-0.0638836,-0.14927305,-0.08649437,0.00484126,0.0254407,-0.00131845,-0.07467653,0.05299692,0.07766379,-0.13967389,-0.15677173,0.20255558,0.1457554,0.03788812,0.09830988,0.04641578,-0.12306065,-0.1322982,0.03170361,-0.00640088,-0.1070516,0.08955248,-0.20184436,-0.16473144,0.1734424,0.00466734,-0.00310753,0.25703278,-0.00371864,-0.08015761,0.07008523,-0.10691469,0.15324599,-0.04568332,0.10845581,0.02005907,0.12075727,-0.14346197,-0.01386888,0.0525758,0.03785025,0.01413333,0.05846718,0.13287069,0.11132807,-0.03894179,-0.09923342,0.32867587,-0.07014488,0.03813891,0.18990465,-0.1278665,-0.01134891,0.06593346,-0.20110081,0.13312963,-0.06052018,-0.12614873,0.07056057,-0.1203863,-0.10473562,0.10655569,0.02267148,0.00884823,0.14056738,-0.19685008,0.18150233,-0.04601129,-0.03872185,-0.00369933,-0.11199535,0.05705925,-0.17220601,0.02196291,-0.07525486,-0.08054401,0.0451096,-0.15238973,0.04404632,-0.02613671,0.02795433,-0.03821436,-0.08763795,-0.12875745,0.0735716,-0.02642577,0.01905126,0.02107542,-0.13468689,-0.08021283,-0.10058557,0.05205395,-0.01464067,0.00825427,0.04402243,-0.00639625,0.08061017,0.06652885,0.12784351,0.00615945,-0.00946065,0.09053225,0.18930717,0.01310902,0.01361668,0.17427047,-0.02095209,0.0595632,0.02131003,0.12318723,0.05601435,-0.24896157,0.03296914,0.12647864
A61H001,-0.223669678,0.091955341,0.091040865,0.051444203,0.050218735,-0.30031234,-0.04623986,0.197061732,0.084653124,-0.145737082,0.144117028,-0.000948569,0.133931905,0.060046744,-0.094257072,-0.033684496,-0.049628127,0.070918992,0.078496866,-0.085204087,0.091767766,0.200657248,0.001752789,-0.039529439,-0.14393279,0.036054894,-0.093913727,-0.241041079,0.15408285,-0.07506799,0.057952676,-0.012586033,0.262164086,-0.206485868,-0.206085488,-0.114412181,0.000305574,0.127223596,0.05139526,-0.141662002,0.040115234,0.179074138,-0.076972157,0.285203457,-0.292268872,-0.0787846,-0.174324885,-0.074809499,0.240248442,-0.093334913,0.087958776,-0.010464143,0.078583278,0.028496353,-0.168127507,-0.209516659,-0.178594574,-0.034683105,-0.048307702,-0.009770417,-0.071715444,-0.07506451,-0.067118749,0.212006897,0.184352234,0.001515576,-0.171148986,0.14693293,0.2016754,0.083030976,0.120075412,-0.058508094,0.058860362,-0.004112358,0.043764487,-0.106737413,0.030673243,-0.061287452,0.025953127,-0.293976843,0.133632556,0.085366577,-0.067362949,0.031948566,-0.024110816,-0.074196227,-0.168051794,-0.080146253,0.001675607,0.019129161,-0.009726127,-0.060821381,0.076404147,0.079427213,-0.151877433,-0.159740582,0.214075208,0.175217211,0.035179079,0.118057318,0.043700673,-0.1286176,-0.139542848,0.017584426,-0.017434288,-0.093712322,0.102625489,-0.221325517,-0.172815546,0.198640287,0.004895281,0.007082534,0.285628587,-0.023469651,-0.093499251,0.084894046,-0.109675281,0.163588196,-0.057512432,0.114824645,0.018158672,0.129527554,-0.160321742,-0.007718596,0.06798581,0.032140218,0.013712797,0.06779962,0.139673397,0.109471671,-0.038561434,-0.103947408,0.363364011,-0.079539113,0.035112921,0.221572354,-0.134984955,-0.014144129,0.067851082,-0.209146306,0.151848882,-0.061452281,-0.125570267,0.072906412,-0.130054042,-0.09760455,0.111135609,0.034099389,0.005835828,0.139535174,-0.207536444,0.198709652,-0.060937051,-0.043219548,-0.009634174,-0.116068892,0.052644651,-0.180470586,0.022263587,-0.091007367,-0.0967675,0.047036033,-0.184699222,0.050784443,-0.024496187,0.03129112,-0.044872023,-0.088058636,-0.144384533,0.084150374,-0.021717046,0.02659031,0.016844664,-0.13773559,-0.084094115,-0.118204527,0.065392382,-0.027233094,0.012561942,0.042142034,-0.014120835,0.08668834,0.091447651,0.14879106,-0.001440741,-0.001164603,0.091819987,0.202169731,0.00675599,0.0185146,0.19989948,-0.023123382,0.077904373,0.024071226,0.14712064,0.049924903,-0.27486071,0.041073844,0.147871181
A61H003,-0.20786394,0.07916219,0.10008419,0.05653515,0.05077744,-0.29278708,-0.05719298,0.1957669,0.06973803,-0.13997573,0.13899264,0.00392177,0.12785335,0.0617988,-0.08891664,-0.02385963,-0.0504046,0.06686892,0.08151343,-0.09611022,0.08774426,0.20292397,0.0047564,-0.03874957,-0.14154716,0.03817483,-0.09892302,-0.23476373,0.14144343,-0.07738338,0.05094109,-0.00780712,0.24799687,-0.1815307,-0.19723237,-0.10484639,-0.00344917,0.11382069,0.04601587,-0.1503238,0.05192196,0.1671749,-0.0825064,0.2719358,-0.28354877,-0.06266823,-0.1586698,-0.0606285,0.23119406,-0.09045469,0.08143756,-0.01975084,0.06898346,0.01521892,-0.1609372,-0.20521499,-0.17350051,-0.01814126,-0.04495511,-0.01769029,-0.06440608,-0.08780099,-0.07099187,0.20046896,0.17001055,0.00259167,-0.16622217,0.14467613,0.1995334,0.08533139,0.12678917,-0.06376833,0.06709753,0.00601172,0.04164131,-0.10429208,0.01820168,-0.05681797,0.02143283,-0.27371186,0.1361406,0.08093266,-0.05871515,0.02737385,-0.01977513,-0.06886675,-0.15286924,-0.07461107,0.00059119,0.00529843,-0.00124108,-0.0643419,0.04380251,0.06842121,-0.14859748,-0.16915621,0.20899212,0.15939489,0.05238028,0.11220237,0.04636817,-0.13751335,-0.14239118,0.03068978,-0.01505938,-0.10265556,0.10243658,-0.21380305,-0.17430414,0.19198996,0.00536688,0.01568393,0.26886177,-0.01179924,-0.08415552,0.07762271,-0.1062783,0.15092315,-0.04492025,0.1235118,0.01965779,0.10627546,-0.16323511,-0.02320063,0.05209583,0.04789,0.01852574,0.06318514,0.13470396,0.10816255,-0.03935019,-0.10308964,0.33827156,-0.07128473,0.03156766,0.21301217,-0.13085747,-0.01637054,0.07025462,-0.21213853,0.14532453,-0.0589943,-0.13746433,0.06905486,-0.11869876,-0.10841012,0.11054762,0.02918735,0.01177651,0.13732278,-0.20615004,0.19444354,-0.05213701,-0.04695093,-0.00561306,-0.11708327,0.05647067,-0.18563811,0.03199268,-0.08560347,-0.09958809,0.04266153,-0.1616436,0.05890535,-0.02811467,0.02943942,-0.0513595,-0.08737211,-0.14430074,0.08058497,-0.02455464,0.02411459,0.01299199,-0.13474868,-0.08756042,-0.12147877,0.06190223,-0.00693162,0.01326609,0.05573294,-0.01340522,0.07995725,0.06887061,0.14296246,0.0035902,-0.02250698,0.08148237,0.19743736,-0.00294412,0.01921243,0.1841133,-0.02054605,0.07565326,0.03029709,0.14009379,0.0587524,-0.25376663,0.03070934,0.12664835
A61H009,-0.1125771,0.05022545,0.04474884,0.03189878,0.02692453,-0.15335059,-0.02869073,0.10468346,0.04360253,-0.0753071,0.06730322,0.00150378,0.06790478,0.0326363,-0.0478085,-0.02519253,-0.03259182,0.03994424,0.04509315,-0.04597992,0.04475111,0.11091323,-0.00061633,-0.01911253,-0.07224964,0.02331602,-0.05627992,-0.11793424,0.07779263,-0.04082013,0.02384001,-0.01283548,0.1330795,-0.09607073,-0.10767651,-0.05212097,0.00184317,0.06983986,0.02486804,-0.07467609,0.02507816,0.0901539,-0.04051184,0.14575444,-0.14809684,-0.03449589,-0.09317843,-0.03625898,0.12721919,-0.05051259,0.04143495,-0.00565638,0.03103127,0.00806386,-0.0886517,-0.10943063,-0.09127678,-0.010909,-0.02023357,-0.00559086,-0.03497492,-0.04842762,-0.04192307,0.11109924,0.09386315,-0.00078976,-0.08531382,0.07914679,0.10566474,0.04677936,0.06720944,-0.03237288,0.04127692,-0.00641717,0.02903778,-0.064933,0.01926169,-0.03362783,0.01876483,-0.14531867,0.08095907,0.04061828,-0.03523465,0.0111739,-0.00468924,-0.04294511,-0.08445057,-0.04139537,0.0012574,0.00371396,0.000564,-0.03386395,0.03101144,0.04065239,-0.08014095,-0.0817683,0.10810255,0.08438157,0.02133283,0.04762702,0.02001497,-0.06550037,-0.07937536,0.01288196,-0.01029531,-0.05145765,0.05768331,-0.11630798,-0.09015575,0.10029631,-0.00081488,-0.00029131,0.14290075,-0.00289966,-0.04774373,0.03371168,-0.06535755,0.08316253,-0.02483639,0.06720313,0.00396422,0.06689811,-0.08165085,-0.00524488,0.02981946,0.01872615,0.01636685,0.03096483,0.06417416,0.05767771,-0.01497974,-0.05570872,0.18539488,-0.03803034,0.01354221,0.1147851,-0.06635678,-0.00298578,0.04239698,-0.11798175,0.08075725,-0.02924643,-0.06751726,0.04246798,-0.06068316,-0.05158471,0.0586563,0.0174457,0.01024637,0.07332328,-0.11218924,0.10402849,-0.01943441,-0.02717974,-0.00321728,-0.0658154,0.03120692,-0.10104547,0.01269626,-0.05156443,-0.05363362,0.02229083,-0.09350863,0.03255145,-0.00743128,0.02057475,-0.02808684,-0.04122865,-0.06974393,0.04519296,-0.01388563,0.00267393,0.01282546,-0.07811748,-0.04527177,-0.05709609,0.03414251,-0.0054715,0.00179334,0.02421322,-0.00085908,0.04181935,0.03632352,0.06806049,-0.00435857,-0.01149106,0.04387814,0.09950992,0.00909232,0.01259474,0.10552575,-0.01219092,0.04037559,0.01312302,0.07157534,0.03499548,-0.13331537,0.01649006,0.07104978
A61H031,-0.210399166,0.081939988,0.080778435,0.050194152,0.054059394,-0.305493146,-0.07540334,0.204042837,0.071763665,-0.14538908,0.136099309,0.021887129,0.132118121,0.044244357,-0.069160074,-0.021725664,-0.05195275,0.04727016,0.090110906,-0.106930278,0.091187201,0.196528435,0.000129915,-0.037839584,-0.136320725,0.045208719,-0.074185334,-0.229892299,0.135015756,-0.043984875,0.057421591,0.003165891,0.268881917,-0.161339179,-0.197483987,-0.078212872,0.019599557,0.136926904,0.064095043,-0.120363668,0.054265216,0.173704177,-0.092485376,0.287185013,-0.29452008,-0.071551114,-0.178600401,-0.070737802,0.259934723,-0.111405939,0.051790223,-0.014191065,0.081227437,0.023484798,-0.175917745,-0.167629361,-0.156832308,-0.062187433,-0.027687909,-0.012498295,-0.084021777,-0.073886029,-0.094779357,0.225926295,0.173207909,-0.016539848,-0.16685757,0.127062649,0.192700684,0.094981387,0.117439039,-0.092771493,0.070680395,-0.001461901,0.052406184,-0.093538404,0.02110528,-0.046530236,0.012409448,-0.279519916,0.121113867,0.072675653,-0.069715969,0.028239971,-0.037226431,-0.067543089,-0.166647688,-0.07648772,-0.012539026,0.008641723,-0.007117727,-0.076299563,0.080372512,0.095737353,-0.15883261,-0.165279821,0.195091501,0.173374698,0.053223252,0.098383196,0.026290327,-0.124421775,-0.114152983,0.020513296,-0.003553963,-0.101584777,0.114920117,-0.217840642,-0.199835584,0.204591453,0.018107904,0.010158707,0.252021849,-0.02904099,-0.094504274,0.078488722,-0.130683437,0.178185061,-0.046247289,0.148266241,0.02269409,0.133756936,-0.155203417,0.006723265,0.086107023,0.017942051,0.010719121,0.066340327,0.145969689,0.10004393,-0.027080827,-0.098434225,0.359630942,-0.068136782,0.02822753,0.21667929,-0.121545881,-0.031028917,0.067488,-0.214983895,0.139060378,-0.054121509,-0.162904948,0.093753085,-0.109710313,-0.101210229,0.125554517,0.034948222,0.009736565,0.138159379,-0.206082761,0.167581901,-0.059469223,-0.047094975,-0.015927063,-0.10278599,0.046130978,-0.17873016,0.036013346,-0.077188075,-0.085624993,0.039462943,-0.17534107,0.045030352,-0.008168017,0.017914616,-0.033701468,-0.074897103,-0.11975643,0.062265448,-0.036155764,0.002985656,0.028118758,-0.132639587,-0.077797271,-0.127480835,0.048285101,-0.021459814,-0.022017894,0.051630363,0.015857056,0.093864374,0.08938466,0.124898247,0.016414655,-0.013671198,0.082889192,0.187500089,0.027785011,0.025438946,0.197386652,-0.019036215,0.050333194,0.006621166,0.148387983,0.048007596,-0.274042249,0.056061354,0.112051971
A61J007,-0.20211545,0.09195787,0.0908763,0.05722152,0.04716686,-0.28924236,-0.05740871,0.1929894,0.07528771,-0.12856303,0.13949786,0.00056688,0.12239844,0.05175107,-0.08796663,-0.05031815,-0.0372165,0.06434329,0.07648236,-0.09270298,0.08629571,0.19073199,-0.00325124,-0.04062839,-0.14087945,0.03425835,-0.09908088,-0.2277363,0.14393346,-0.06907774,0.05935565,-0.02401029,0.24105385,-0.18812248,-0.1960567,-0.08818396,-0.0019515,0.127321,0.04773043,-0.14295134,0.04313106,0.16296087,-0.08054472,0.2769694,-0.27247167,-0.07271667,-0.16343792,-0.06743063,0.24153782,-0.08742579,0.08371996,-0.01966495,0.07578355,0.01743017,-0.15991157,-0.19435918,-0.16284078,-0.02458152,-0.05761262,-0.0152136,-0.06784946,-0.08104432,-0.0711894,0.21028571,0.18523087,-0.01350325,-0.16762158,0.14362091,0.19363815,0.08453973,0.12313766,-0.06373456,0.05786157,-0.01819483,0.04269747,-0.11418409,0.0281561,-0.06505134,0.02164301,-0.27331254,0.12855715,0.07868692,-0.06879985,0.02441577,-0.03143372,-0.06562135,-0.15426938,-0.06865072,-0.0080491,0.01701828,-0.00303558,-0.07109366,0.06050703,0.07526318,-0.15121326,-0.15299098,0.19922864,0.16558945,0.04959495,0.1082049,0.03017573,-0.11697974,-0.1401009,0.02500404,0.00088151,-0.10485041,0.09713713,-0.20598266,-0.18397129,0.19319732,0.01568775,0.00498366,0.269997,-0.01849415,-0.07861046,0.07122756,-0.10692739,0.15814671,-0.04730815,0.12231097,0.01932016,0.12157204,-0.17045607,-0.00658806,0.06350262,0.04018421,0.0234764,0.06520878,0.14374651,0.10043551,-0.03666334,-0.1134391,0.33066332,-0.08647328,0.03897845,0.2045674,-0.12515244,-0.00594063,0.06858147,-0.2074104,0.1328401,-0.06478148,-0.13099244,0.07701563,-0.11133253,-0.10070547,0.10395703,0.03093794,0.01536366,0.13912089,-0.21062618,0.19208412,-0.05046709,-0.04246674,-0.00243045,-0.11271302,0.05834998,-0.17083085,0.02425251,-0.07798273,-0.08214712,0.0460173,-0.17114927,0.05752014,-0.03023396,0.03312235,-0.05768461,-0.08307342,-0.13438536,0.0783512,-0.01236803,0.00808165,0.01536939,-0.14374673,-0.07994193,-0.10671236,0.05444871,-0.02577082,-0.00779895,0.05984646,-0.00964338,0.07690941,0.0874666,0.13942325,-0.00070778,-0.00703701,0.07885984,0.18521279,0.01559417,0.01495333,0.18877196,-0.0177694,0.06018826,0.02328921,0.14039029,0.04941015,-0.24985333,0.0294999,0.13067782
A61K009,-0.15149577,0.07088799,0.07231392,0.04843081,0.03575801,-0.21237414,-0.05938505,0.13934721,0.039966,-0.09229318,0.09316957,-0.01178532,0.0873849,0.05070713,-0.0653358,-0.01918662,-0.03041415,0.04431923,0.04894297,-0.06840919,0.06723734,0.13878858,0.00290236,-0.03001024,-0.10240923,0.03683024,-0.07557046,-0.17492163,0.10829305,-0.04840717,0.03932856,-0.01718977,0.17924856,-0.14297487,-0.1493031,-0.0685178,0.00542872,0.08334667,0.04128076,-0.10648809,0.03311332,0.1321895,-0.05185695,0.2047535,-0.20902428,-0.05259623,-0.12798898,-0.04047979,0.17079845,-0.07362785,0.04338797,-0.01404498,0.05013946,0.00838314,-0.12421572,-0.13864113,-0.13770162,-0.02228904,-0.02827337,-0.01145277,-0.05461259,-0.0695224,-0.0603626,0.1573554,0.137072,-0.00192189,-0.12038835,0.10850079,0.15064423,0.0722374,0.08279525,-0.04334876,0.04390531,0.00157222,0.04219942,-0.08385961,0.02787377,-0.04392919,0.02141004,-0.20298755,0.10651508,0.07122236,-0.05341183,0.01657506,-0.00846667,-0.05002117,-0.11653048,-0.06651925,0.01016912,0.0150542,0.00250869,-0.06515911,0.04661159,0.0576051,-0.10695643,-0.12657861,0.15245138,0.11657861,0.04601869,0.06656613,0.02515425,-0.09655976,-0.09632179,0.01337342,-0.00228614,-0.07704383,0.08070531,-0.15113834,-0.1257156,0.14894003,-0.00321646,0.00580995,0.19923802,-0.00413166,-0.07011739,0.04927853,-0.076802,0.10986784,-0.03228917,0.08797112,0.01012723,0.08194181,-0.1147057,-0.00947931,0.05555313,0.01491867,0.02140426,0.05567554,0.09869516,0.07881207,-0.0341501,-0.08684981,0.26082686,-0.05291843,0.0246814,0.14919163,-0.09633201,-0.01274251,0.0441912,-0.1554203,0.11582655,-0.04057217,-0.1080365,0.05663177,-0.09397484,-0.07189085,0.07832299,0.02226559,0.00573571,0.1067364,-0.15184234,0.13480112,-0.03085737,-0.04310113,-0.00034705,-0.08049861,0.03878957,-0.14227952,0.01507856,-0.07542083,-0.07133314,0.02818624,-0.1271615,0.05039635,0.00073084,0.01876661,-0.03854727,-0.05362,-0.08900872,0.0551865,-0.01363398,0.00426456,0.01675411,-0.11556961,-0.06991083,-0.08855588,0.03954308,-0.00667497,-0.00367236,0.04255891,-0.00463409,0.05428104,0.0463359,0.09845211,0.00425319,-0.02226248,0.06545426,0.13793698,0.01384916,0.01174909,0.14930135,-0.01957243,0.0472249,0.02746711,0.1040247,0.05177709,-0.18512379,0.04037825,0.09941863
A61K031,-0.153780028,0.081487149,0.074618749,0.042144828,0.043101642,-0.207881048,-0.044169445,0.140281513,0.037821628,-0.099780165,0.103091151,-0.006767621,0.09210784,0.053806756,-0.057285227,-0.017577488,-0.030075055,0.046727262,0.059574157,-0.05979649,0.060468342,0.133191541,-0.000150568,-0.03315359,-0.108295061,0.021096412,-0.075677581,-0.169234723,0.105427645,-0.044821754,0.037102565,-0.008332608,0.179422274,-0.130058199,-0.155216187,-0.072332807,-0.002064888,0.080613375,0.046677712,-0.098109782,0.022156593,0.125685468,-0.055378787,0.210231632,-0.20549278,-0.050328907,-0.124711379,-0.048921019,0.166270882,-0.074860029,0.055499308,-0.020850128,0.050876219,0.009885849,-0.118374661,-0.138635576,-0.136422113,-0.02795128,-0.03315258,-0.011955612,-0.054326836,-0.072294153,-0.053081803,0.155413061,0.135653138,0.005836664,-0.114591703,0.100453503,0.138322249,0.063903637,0.081249163,-0.040571947,0.049973447,-0.000730065,0.038481526,-0.077901498,0.022083942,-0.041169606,0.01325406,-0.208355829,0.103362702,0.065619521,-0.052342683,0.015810069,-0.013742649,-0.045567587,-0.112598687,-0.061378595,0.008031035,0.009743143,-0.005092922,-0.064329624,0.037874214,0.053180996,-0.108806431,-0.116589196,0.144486114,0.113727175,0.029707151,0.07666596,0.027834866,-0.097516842,-0.105858959,0.011797963,-0.003905187,-0.071037173,0.081755094,-0.157583371,-0.127971694,0.134644985,0.007773225,0.006195071,0.188733086,-0.006329234,-0.067920275,0.043506928,-0.0836633,0.112556919,-0.032511585,0.087409459,0.018930215,0.082891285,-0.121554404,-0.015129027,0.056758538,0.029854244,0.016954107,0.052073069,0.084021993,0.077341065,-0.023700241,-0.083171137,0.253924817,-0.04716365,0.021103332,0.150397167,-0.096315615,-0.012445217,0.036018599,-0.155277669,0.120401345,-0.036947295,-0.103148155,0.052183863,-0.095212102,-0.075154796,0.084826767,0.026509462,0.019116757,0.110060103,-0.147284001,0.131769925,-0.033234261,-0.046039809,-0.00519312,-0.087871544,0.032546029,-0.136437759,0.015786184,-0.065566957,-0.058807712,0.023836985,-0.118738323,0.043692984,-0.004963003,0.023154292,-0.032511205,-0.062718801,-0.091305263,0.057853196,-0.019976335,0.011826837,0.011320511,-0.107772231,-0.064286321,-0.083457448,0.041544918,-0.010396232,0.002427688,0.031794462,-0.002835929,0.064999864,0.052504636,0.095688403,0.005169416,-0.015826805,0.06208925,0.134392738,0.009906215,0.015093007,0.146471724,-0.025770504,0.050054293,0.024483174,0.108062327,0.048489813,-0.185105592,0.030943494,0.087759309
A61K035,-0.18577282,0.09030681,0.08601756,0.04370229,0.0388722,-0.24487485,-0.05646383,0.16367795,0.05673354,-0.12577021,0.11264814,-0.01051734,0.1093414,0.05469416,-0.06871604,-0.02481746,-0.03129784,0.04662389,0.07565989,-0.0788146,0.06450924,0.16095968,-0.00552423,-0.04430596,-0.12474556,0.02723478,-0.08879131,-0.19851646,0.12659949,-0.0478654,0.05173429,-0.01113606,0.20950386,-0.16044693,-0.1870048,-0.09620884,-0.00327099,0.10587543,0.05557514,-0.11630511,0.02286253,0.16534826,-0.06324805,0.2584293,-0.24962007,-0.07324773,-0.15789026,-0.06592459,0.20546384,-0.09887441,0.06131281,-0.01757565,0.06194941,0.00883394,-0.14448766,-0.17525046,-0.1539593,-0.03116783,-0.02821315,-0.00921445,-0.05866182,-0.07749707,-0.06740401,0.19001886,0.15673946,0.0048176,-0.13990113,0.12255856,0.16812313,0.07721404,0.10354339,-0.05566395,0.06113889,-0.00156211,0.0466356,-0.0990641,0.02585307,-0.05127245,0.02484242,-0.24975796,0.13080612,0.08011568,-0.07189935,0.02173243,-0.01567353,-0.06482527,-0.14560297,-0.08532856,0.00414522,0.00463408,0.00054554,-0.07487128,0.05541855,0.07679833,-0.12061764,-0.1347653,0.17426984,0.12867643,0.03329562,0.08798093,0.03442945,-0.10862529,-0.12714283,0.00977742,-0.00532191,-0.08656741,0.0954225,-0.18536945,-0.15634654,0.16624789,-0.000746,0.02285734,0.22431996,-0.00583259,-0.08490444,0.04976492,-0.10010708,0.13499586,-0.04207124,0.1029762,0.02231762,0.10358224,-0.1372099,-0.01383205,0.06926384,0.03313023,0.0110347,0.05797123,0.10388914,0.10156985,-0.03276947,-0.10328476,0.3096438,-0.06709423,0.0275311,0.18395098,-0.10893962,-0.01190408,0.0465775,-0.18327071,0.14024995,-0.0468888,-0.12289261,0.06147969,-0.10420932,-0.09433377,0.09572703,0.03588565,0.01665062,0.12740184,-0.17903484,0.16533487,-0.04259035,-0.05831334,0.00054493,-0.10104335,0.04262003,-0.17021717,0.02397463,-0.090121,-0.07764869,0.0287167,-0.15154424,0.05540781,-0.01139414,0.02005268,-0.05077038,-0.06567085,-0.11022603,0.07490535,-0.02465999,0.01655597,0.01692924,-0.13147329,-0.07122286,-0.10402274,0.05060665,-0.01785308,0.00634327,0.04512731,-0.00352226,0.07640259,0.0585131,0.12744012,0.00312377,-0.00861965,0.07284112,0.15430279,0.01647031,0.0104212,0.17185028,-0.03486321,0.05002093,0.01877685,0.12971224,0.06346609,-0.22699219,0.03562041,0.11454684
