ipc,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127,E128,E129,E130,E131,E132,E133,E134,E135,E136,E137,E138,E139,E140,E141,E142,E143,E144,E145,E146,E147,E148,E149,E150,E151,E152,E153,E154,E155,E156,E157,E158,E159,E160,E161,E162,E163,E164,E165,E166,E167,E168,E169,E170,E171,E172,E173,E174,E175,E176,E177,E178,E179,E180,E181,E182,E183,E184,E185,E186,E187,E188,E189,E190,E191,E192,E193,E194,E195,E196,E197,E198,E199
G05B011,-0.141594961,0.066330142,0.062830657,0.042119503,0.026184462,-0.194025636,-0.027697824,0.120695435,0.050246757,-0.095861174,0.088991061,-0.005220282,0.083733499,0.044698395,-0.060983431,-0.033011012,-0.038938493,0.039552555,0.049685668,-0.052666813,0.058500681,0.122252181,-0.003709516,-0.027388651,-0.099434555,0.024128379,-0.068606049,-0.146753445,0.096318267,-0.043207128,0.025518987,-0.01291263,0.165758565,-0.133302152,-0.134419471,-0.070395917,-0.006552715,0.084233008,0.040137392,-0.092418112,0.025403582,0.109739169,-0.049803089,0.184644625,-0.187412649,-0.048263025,-0.117170908,-0.051379561,0.154203713,-0.052405033,0.046193056,-0.017988285,0.043077257,0.014549304,-0.106692269,-0.130619645,-0.116756335,-0.016343102,-0.027433883,-0.010085427,-0.043394599,-0.053799499,-0.046478882,0.135231987,0.118783101,0.003809482,-0.114863768,0.098741069,0.130348027,0.056299031,0.08468397,-0.035340361,0.041881926,-0.001147457,0.027326081,-0.074543223,0.023525341,-0.035813436,0.013804108,-0.185219601,0.095101655,0.054643605,-0.045902718,0.016918896,-0.005461361,-0.046389286,-0.100612514,-0.045309596,-0.004530536,0.014104206,0.000188413,-0.044281308,0.047288608,0.049413994,-0.097887822,-0.10477563,0.133148581,0.103257522,0.023441754,0.065448508,0.029539909,-0.089816883,-0.087439157,0.01241421,-0.008732718,-0.062083386,0.061027288,-0.140172184,-0.103081807,0.128660843,0.007266429,0.005354669,0.172315791,-0.002842939,-0.055493247,0.047581259,-0.075433224,0.098908924,-0.034376703,0.071192436,0.003643602,0.081025571,-0.095995195,-0.006576369,0.044396158,0.025768921,0.02208099,0.041930948,0.079590492,0.068428576,-0.018233825,-0.068265133,0.230489254,-0.050788913,0.015718548,0.130795762,-0.087422364,-0.011880573,0.047843918,-0.1359258,0.101191886,-0.036372043,-0.087592751,0.045448169,-0.076901741,-0.052781787,0.072590634,0.015552948,0.015840566,0.08635553,-0.135924831,0.125393331,-0.030782502,-0.032161113,-0.006039918,-0.07748352,0.036016926,-0.114293128,0.008140532,-0.058294509,-0.065107249,0.027967596,-0.109055258,0.029984273,-0.007994619,0.023393465,-0.036018297,-0.057194416,-0.083921045,0.049833205,-0.019019069,0.010035135,0.010540173,-0.09154547,-0.057869323,-0.07385505,0.031710882,-0.004131158,0.003138564,0.034599464,-0.010676266,0.060099229,0.045183931,0.091071978,-0.000466419,-0.013785246,0.061346062,0.12161085,0.002612659,0.011996578,0.126206443,-0.011100474,0.048034892,0.023964046,0.089839511,0.037595023,-0.171697438,0.03130845,0.089033596
G05B013,-0.212346762,0.082722627,0.085596085,0.050567575,0.048480097,-0.296232611,-0.04045352,0.192852139,0.065482229,-0.135012895,0.150308222,-0.005145933,0.127713904,0.078055322,-0.087030932,-0.048079576,-0.058578469,0.059836902,0.097973563,-0.086742774,0.104334787,0.203700081,0.01119314,-0.040396567,-0.156569809,0.036722735,-0.11503683,-0.240078464,0.174225688,-0.075282618,0.033545021,-0.018130112,0.253265083,-0.199355483,-0.196521685,-0.114293121,-0.01139988,0.134290755,0.061327055,-0.141125619,0.054135229,0.173192799,-0.074403025,0.295490414,-0.301184356,-0.075313866,-0.169456482,-0.06832742,0.239358157,-0.091638468,0.061930385,-0.028297894,0.077445731,0.015665544,-0.171275735,-0.201855898,-0.182320267,-0.037079707,-0.055033155,-0.033205003,-0.068096235,-0.091550916,-0.07655634,0.201496661,0.194291785,0.006187527,-0.167512208,0.155028015,0.205122739,0.089802399,0.120915927,-0.055635005,0.06939555,-0.002685048,0.047231861,-0.12284714,0.022821616,-0.049294297,0.011868269,-0.280107379,0.139017686,0.075448714,-0.074750073,0.015975114,0.000135433,-0.086303875,-0.168423951,-0.087121375,0.003531412,0.017949177,-0.005977075,-0.061349209,0.069664419,0.083381705,-0.123694256,-0.172651127,0.220499203,0.167578533,0.043740872,0.125770986,0.039237384,-0.138221189,-0.13796857,0.019684445,-0.016327879,-0.08658246,0.113698527,-0.22260423,-0.158981606,0.200486377,0.006403821,0.010920478,0.264599144,-0.020743277,-0.079723962,0.0604003,-0.13530314,0.17030783,-0.064185448,0.123924106,0.034113981,0.118741967,-0.169510737,-0.007359541,0.073085427,0.043965362,0.036112718,0.059891973,0.136561662,0.106546722,-0.03934899,-0.105832845,0.350926995,-0.083057985,0.016734524,0.222604632,-0.147584721,-0.032974459,0.070231259,-0.227699712,0.163487986,-0.054008044,-0.137469023,0.062966444,-0.119426243,-0.089719035,0.113685392,0.021009088,0.030157041,0.132791266,-0.207522228,0.185350254,-0.055184998,-0.035455208,-0.022321167,-0.107564524,0.053915136,-0.178733915,0.024986096,-0.086385615,-0.107559554,0.037020497,-0.185539663,0.051530313,-0.003537936,0.033689492,-0.052793399,-0.082728192,-0.133693412,0.083060518,-0.031642575,0.014167572,0.024864787,-0.141599968,-0.098842077,-0.120616391,0.05637173,-0.009993653,0.016800385,0.046106406,-0.011650252,0.078755207,0.075569443,0.136658818,0.000904145,-0.023823766,0.081228308,0.198041096,0.000518375,0.016925801,0.196661428,-0.012559719,0.080317468,0.031006789,0.146803901,0.051789746,-0.261310458,0.055718761,0.129425153
G05B015,-0.183195859,0.082963094,0.075551771,0.043155126,0.046043128,-0.254919738,-0.044973802,0.171126813,0.062650017,-0.127770796,0.127960518,-0.006607728,0.107250325,0.058110882,-0.079758652,-0.042257477,-0.051075954,0.046934571,0.077222742,-0.076999605,0.086848751,0.182385772,-0.003844094,-0.034866583,-0.127574295,0.036580186,-0.094498627,-0.206954494,0.140883818,-0.060595647,0.041492827,-0.016576499,0.224506721,-0.167389899,-0.185019001,-0.091679946,-0.006419492,0.112237498,0.04449036,-0.121168129,0.048279103,0.146906734,-0.070290268,0.257254988,-0.255876392,-0.05883893,-0.150422618,-0.071763359,0.200613976,-0.083573289,0.066755913,-0.021129554,0.063078657,0.011819402,-0.140311897,-0.176400498,-0.163549006,-0.03115741,-0.050124832,-0.023627285,-0.060934432,-0.074245155,-0.065983579,0.174043372,0.167084202,0.002972693,-0.143813416,0.12893188,0.17458038,0.067959249,0.117437005,-0.049123853,0.062905066,0.000256959,0.045818679,-0.094513245,0.02368968,-0.045745488,0.016738383,-0.251954883,0.127812132,0.070232935,-0.068493672,0.020820588,-0.004131121,-0.067522295,-0.135541171,-0.070051052,0.000179196,0.010502512,-0.008191264,-0.059745081,0.057699904,0.05721508,-0.121391945,-0.14435339,0.17710042,0.146314874,0.035430986,0.09342406,0.0324228,-0.115982495,-0.122423045,0.028557027,-0.006043204,-0.08259216,0.090551816,-0.183879271,-0.152787596,0.17797941,0.005513484,0.004966976,0.234107554,-0.010199754,-0.07960096,0.071710251,-0.107239425,0.141515926,-0.049160384,0.104116559,0.009956974,0.108002551,-0.139850184,-0.012741924,0.053065784,0.04214818,0.018201837,0.05408391,0.11621879,0.093222618,-0.031496208,-0.094829217,0.311015278,-0.06878572,0.034129843,0.177126348,-0.124155454,-0.015824847,0.061089829,-0.18446295,0.137777418,-0.048419464,-0.115591615,0.059725668,-0.103423327,-0.083109193,0.096003443,0.029457085,0.020540208,0.127251446,-0.177842766,0.170752123,-0.050200138,-0.040002428,-0.017141227,-0.103146538,0.050314434,-0.164941609,0.017398,-0.085260533,-0.081683494,0.041378748,-0.150649115,0.04363269,-0.007546278,0.028100614,-0.038822301,-0.065962069,-0.118728586,0.064141959,-0.029587749,0.020968257,0.0261837,-0.133095428,-0.090030685,-0.107962757,0.048739497,-0.015790189,-0.001744112,0.040344141,-0.015226228,0.075819716,0.072745875,0.111724578,0.006042075,-0.015769392,0.079833262,0.16887261,0.012343915,0.016265255,0.175176233,-0.023327597,0.064405732,0.023933021,0.126194373,0.040179439,-0.223143578,0.037021551,0.116687723
G05B017,-0.18402626,0.08908155,0.07749067,0.0401748,0.05161956,-0.24864846,-0.04535108,0.17220694,0.05864913,-0.12817013,0.12152819,-0.01385871,0.11167464,0.05673042,-0.07108469,-0.03682905,-0.04263724,0.05446795,0.06975962,-0.06920912,0.08571976,0.17690186,0.00946996,-0.04131144,-0.12132269,0.03961303,-0.08992606,-0.19933756,0.13919269,-0.05985827,0.03640485,-0.01183673,0.2214304,-0.1613463,-0.18248588,-0.08810206,0.00300178,0.11641356,0.0423473,-0.12265784,0.03690562,0.14763509,-0.07072709,0.24702829,-0.25020936,-0.05586079,-0.15111557,-0.06036171,0.20052703,-0.07412639,0.06702794,-0.02078825,0.05389909,0.01594468,-0.14255455,-0.17667642,-0.15501957,-0.03334358,-0.04272514,-0.01334325,-0.05200456,-0.07087997,-0.05914542,0.18338056,0.15458472,0.00648143,-0.14184995,0.13385193,0.17327707,0.07220953,0.11483124,-0.04895639,0.05707511,-0.00355607,0.04638364,-0.09434243,0.02877599,-0.04566119,0.01500716,-0.24518004,0.12204824,0.06630233,-0.06890357,0.01531754,-0.00087482,-0.06727654,-0.13603894,-0.06351769,0.00336111,0.01373785,-0.0068198,-0.05913059,0.0563863,0.06208266,-0.12346654,-0.14303242,0.17477302,0.14688197,0.04299852,0.08704641,0.03363528,-0.11805617,-0.11962555,0.02749365,-0.01912578,-0.07984383,0.08554339,-0.17720468,-0.140377,0.16898334,0.01180495,0.00559773,0.23652026,-0.00882443,-0.08522742,0.06321956,-0.09765574,0.13121866,-0.05522396,0.09638252,0.01282472,0.1053016,-0.13574532,-0.01114149,0.04727137,0.04117297,0.02521542,0.05804299,0.1081719,0.09794228,-0.03832828,-0.09299202,0.30866933,-0.06460939,0.02473174,0.17491084,-0.12318445,-0.01214225,0.0606527,-0.19326569,0.13102947,-0.04804991,-0.11886062,0.06303857,-0.09699129,-0.07924294,0.09296491,0.02030724,0.01702329,0.12467262,-0.17174356,0.16402172,-0.04019762,-0.03758232,-0.00606561,-0.09971995,0.04836518,-0.15893057,0.02567799,-0.08712063,-0.08875262,0.0374409,-0.14706628,0.03964878,-0.00702556,0.02466457,-0.03641271,-0.06177211,-0.12181602,0.06695163,-0.02818604,0.01262806,0.02019416,-0.12801686,-0.07772255,-0.10224213,0.05138949,-0.00396555,0.00776788,0.03783819,-0.00675822,0.06813398,0.06344279,0.11089191,-0.00177998,-0.0193633,0.08003498,0.15616392,0.01234235,0.02084092,0.16489793,-0.01879966,0.06240013,0.02367681,0.12354163,0.04557493,-0.2163589,0.04268268,0.11023076
G05B019,-0.06738748,0.02744465,0.02673626,0.01632645,0.01187875,-0.08886404,-0.01684761,0.05376783,0.02324907,-0.03927404,0.04079057,-0.00664045,0.03454313,0.02574641,-0.02633796,-0.01129973,-0.01708526,0.01881642,0.02605554,-0.02106073,0.0353724,0.06057164,0.00659883,-0.01394883,-0.04956264,0.01216131,-0.03707008,-0.0673216,0.04375412,-0.02075685,0.01543476,-0.00848402,0.07626407,-0.05961674,-0.06382284,-0.03454341,-0.0069544,0.0401802,0.02124316,-0.04774985,0.02111092,0.05756459,-0.02768233,0.09403865,-0.08552893,-0.02295553,-0.0511957,-0.02602529,0.07488231,-0.03197709,0.02457195,-0.00184907,0.02588591,0.00481799,-0.05141415,-0.05892808,-0.0562011,-0.01116134,-0.01888869,-0.00588536,-0.02344196,-0.02706165,-0.02256601,0.06537602,0.06294187,-0.00390835,-0.05195205,0.0505228,0.06250492,0.02661971,0.04231292,-0.01781691,0.01957936,-0.00662873,0.01490722,-0.03878661,0.01322413,-0.02054074,0.00543319,-0.09077451,0.04730997,0.02921629,-0.02625397,0.00946254,-0.00760017,-0.02946205,-0.05267332,-0.02587436,0.0047624,0.00761184,0.00063798,-0.02394632,0.01490258,0.0212477,-0.04009134,-0.05597521,0.06724133,0.04638973,0.01240103,0.03687079,0.01787031,-0.03963561,-0.0422514,0.01418451,-0.00677529,-0.03406129,0.03214699,-0.06484719,-0.05109712,0.05853528,0.00250822,0.00347678,0.0875302,-0.00812985,-0.02412095,0.02066072,-0.03944051,0.04938217,-0.0116174,0.03249751,0.00481013,0.0346093,-0.05088259,-0.00356903,0.01488041,0.01636433,0.00668304,0.0252555,0.04278919,0.03276137,-0.01752193,-0.03832188,0.10926162,-0.01953704,0.00932412,0.06773146,-0.03902598,-0.01002891,0.01854855,-0.06811632,0.04650759,-0.02039102,-0.04420878,0.02441336,-0.03389762,-0.02619587,0.03602385,0.00588902,0.00191283,0.04172781,-0.06054748,0.06325551,-0.010591,-0.01114204,-0.00211015,-0.03148213,0.01373144,-0.0620404,0.00520179,-0.02569396,-0.02703694,0.01063619,-0.05219811,0.01518365,0.00075546,0.00707297,-0.01751835,-0.020067,-0.04493778,0.03132153,-0.01506812,0.00718672,0.00498185,-0.0426928,-0.0338618,-0.03765873,0.02055256,-0.0029244,0.00180488,0.01483962,-0.00544273,0.03061909,0.0261491,0.03528599,0.00170651,-0.00830843,0.03074499,0.05353874,-0.00060594,0.00227709,0.06689906,-0.00844891,0.01895769,0.00461016,0.04875012,0.02076575,-0.08276686,0.01694934,0.04242088
G05B023,-0.16614226,0.08294954,0.07432198,0.03130791,0.04155875,-0.23653927,-0.03966495,0.14828464,0.06614151,-0.12608406,0.10601094,-0.00369662,0.09666546,0.06421484,-0.06348046,-0.04450874,-0.03453371,0.049337,0.07623816,-0.07370354,0.06990229,0.16270323,0.00145356,-0.03096555,-0.12628394,0.03685365,-0.08391371,-0.18725874,0.1276845,-0.05082024,0.02497889,-0.00520045,0.19953905,-0.14723326,-0.17446682,-0.08464914,-0.00241354,0.11340935,0.0533395,-0.11245459,0.0363746,0.14310652,-0.05625923,0.24526545,-0.24249291,-0.05836144,-0.13873428,-0.05629719,0.18022697,-0.07887058,0.04958929,-0.02179125,0.05839163,0.0164905,-0.12302618,-0.15505616,-0.14414869,-0.0256069,-0.04273745,-0.01556776,-0.0540477,-0.07088307,-0.0515798,0.16792274,0.15436013,0.00135029,-0.12540545,0.12075707,0.16722216,0.05651573,0.08776579,-0.05818352,0.06044754,-0.00424979,0.03982483,-0.10527783,0.01667434,-0.03940132,0.02018957,-0.22241029,0.11385246,0.06015941,-0.07033594,0.02101173,-0.00057932,-0.06011247,-0.13746418,-0.06407819,0.01121047,0.01716395,-0.01025202,-0.06344195,0.04461888,0.06294104,-0.11160677,-0.13654605,0.17830832,0.13559152,0.02690132,0.09453339,0.0387456,-0.09217867,-0.10619955,0.02200385,-0.01510627,-0.07329977,0.08807325,-0.16967227,-0.13442817,0.16281614,-0.00615232,0.01018578,0.21334967,-0.00752355,-0.06524345,0.06397559,-0.09969716,0.13613166,-0.04523489,0.09647567,0.0119396,0.09019277,-0.13462666,-0.00289448,0.04330514,0.04197666,0.02866267,0.05723552,0.09929676,0.0826866,-0.03605797,-0.09719234,0.28097448,-0.06025215,0.02913466,0.16858321,-0.12568362,-0.01555763,0.04861008,-0.19035165,0.13809624,-0.04375981,-0.10727911,0.05857072,-0.09852104,-0.07900891,0.08794254,0.02266906,0.02354411,0.10852268,-0.17117293,0.15678266,-0.03872727,-0.0331413,-0.00970684,-0.09366218,0.05017914,-0.15326393,0.02749364,-0.07150532,-0.08862964,0.02973906,-0.15140533,0.03916867,-0.00776956,0.02048915,-0.03732337,-0.05552869,-0.09778906,0.08187518,-0.03622095,0.00491108,0.02008349,-0.10535873,-0.07904627,-0.10054985,0.04674655,-0.00649343,-0.00110579,0.0398975,-0.00853623,0.08042736,0.05451427,0.10306421,0.00172537,-0.01962548,0.06763946,0.14751637,-0.0047273,0.02527136,0.16538516,-0.03199631,0.04997705,0.02283752,0.12634067,0.04333448,-0.21907765,0.03903821,0.10090127
G05D001,-0.178332955,0.080786333,0.087313384,0.038451172,0.053729363,-0.304027885,-0.056374189,0.190911517,0.080032781,-0.150310606,0.123090133,0.015220998,0.125387475,0.076494619,-0.080395848,-0.031863168,-0.047994621,0.065152034,0.092155725,-0.092826359,0.086775214,0.17985566,-1.31e-05,-0.052642092,-0.141620889,0.034538895,-0.103908248,-0.190268487,0.157190248,-0.045640767,0.043615039,-0.020474685,0.236911878,-0.159285203,-0.185396031,-0.082804725,0.00365616,0.105413787,0.04356496,-0.149432123,0.055911988,0.14074257,-0.0637284,0.2623882,-0.283288479,-0.077698238,-0.169922605,-0.053473197,0.23074542,-0.078705452,0.064181045,-0.002253527,0.050169792,0.000565614,-0.148822144,-0.187041581,-0.171370804,-0.054224726,-0.061126504,-0.01271208,-0.06500788,-0.095555373,-0.076470301,0.20493634,0.172170803,0.002381924,-0.141737029,0.147156999,0.210707039,0.08361081,0.114031471,-0.078841187,0.08392334,-0.01476947,0.049513996,-0.115086041,0.006297573,-0.05071234,0.023052499,-0.267560571,0.14327015,0.077832602,-0.065517694,0.026916929,-0.027022338,-0.063181758,-0.149207979,-0.073657312,0.004753369,0.021831336,-0.001606997,-0.068843871,0.048321545,0.066077039,-0.137718976,-0.161281511,0.195663378,0.149604321,0.029275654,0.106869735,0.042794932,-0.131367728,-0.120522253,0.033063278,-0.005808436,-0.102875642,0.107184224,-0.185159266,-0.154394001,0.19664748,-0.008520724,0.008167957,0.265306681,-0.017260248,-0.095936097,0.084295258,-0.114054181,0.158829302,-0.039109264,0.128371462,0.013690931,0.096688084,-0.149756894,-0.004109483,0.041001007,0.044340696,0.029732458,0.062339027,0.126437277,0.109867312,-0.034606721,-0.109645374,0.322197765,-0.082165524,0.027339675,0.201376736,-0.130001619,-0.022732876,0.066205941,-0.2183889,0.147239089,-0.062501319,-0.13220799,0.084131748,-0.113791607,-0.09363348,0.096555136,0.037957195,0.020411424,0.148807377,-0.181802541,0.180163547,-0.056118183,-0.046027001,-0.01101868,-0.129561141,0.055555701,-0.177545354,0.028974496,-0.086392224,-0.105000667,0.045979038,-0.158642426,0.03514906,-0.025882449,0.013133694,-0.05023583,-0.075716831,-0.138811946,0.084885918,-0.030952053,-0.001899337,0.020890603,-0.119826391,-0.089751057,-0.131963596,0.071079329,-0.000741773,-0.022175459,0.035577674,-0.016443223,0.08844509,0.080500536,0.112479903,-0.002905125,-0.032976814,0.088591851,0.183815747,-0.000102729,0.026982164,0.198013812,-0.011844774,0.067579985,0.032401647,0.145993352,0.049097274,-0.252917409,0.056726247,0.116105318
G05D007,-0.152446121,0.053861741,0.061669793,0.04283867,0.037029453,-0.232641652,-0.039394744,0.151781589,0.060080577,-0.105009586,0.105066769,0.007576192,0.094624311,0.059467856,-0.060585372,-0.027478149,-0.041724641,0.051546361,0.061743546,-0.06001867,0.068668686,0.155160964,0.006917655,-0.030596035,-0.11881505,0.030098325,-0.081682526,-0.179771468,0.120589346,-0.043951232,0.024275761,-0.02054199,0.189813942,-0.141711652,-0.163147926,-0.072222263,0.004357279,0.100486703,0.04298804,-0.111892708,0.028993877,0.13397558,-0.050625823,0.222780898,-0.220854387,-0.057607833,-0.134784013,-0.053462707,0.176406279,-0.056444116,0.048631713,-0.009882642,0.0480575,0.01547324,-0.129042894,-0.153138801,-0.14186278,-0.024513189,-0.035312254,-0.011027125,-0.041502267,-0.055833809,-0.058650769,0.159358859,0.132098064,0.010212259,-0.119518518,0.118044987,0.160549402,0.055171561,0.098584451,-0.056975,0.053365618,-0.011388307,0.040192898,-0.083592877,0.014922911,-0.048760485,0.020052005,-0.221248776,0.113605559,0.053019922,-0.057818551,0.02658857,-0.000842842,-0.059835468,-0.127095357,-0.055291671,0.010472628,0.013215982,0.001134642,-0.059300724,0.049667329,0.054117888,-0.113116942,-0.13083455,0.170162484,0.124182455,0.027977759,0.082003541,0.036422722,-0.088959999,-0.110430501,0.026013816,-0.012333858,-0.073716253,0.081597596,-0.155598029,-0.136512786,0.145905286,0.005303992,0.016217338,0.197560444,-0.001238306,-0.068356134,0.052825458,-0.096630611,0.117060617,-0.03499449,0.087384112,0.014169552,0.10001298,-0.120763354,-0.009636483,0.040664513,0.034592215,0.027099744,0.047927201,0.106202669,0.078451134,-0.031350412,-0.080466569,0.26334092,-0.052693989,0.029267836,0.160524279,-0.106119141,-0.014080132,0.063225552,-0.180469468,0.118948184,-0.039224464,-0.10512612,0.043282222,-0.085333683,-0.065125018,0.083074421,0.026282465,0.022079198,0.102234676,-0.146654546,0.151771232,-0.046358939,-0.022514924,-0.006927096,-0.092063204,0.038574059,-0.144362241,0.030527327,-0.074739665,-0.071755663,0.042253606,-0.128470391,0.033434723,-0.009960459,0.022619685,-0.038805455,-0.058086231,-0.10452392,0.065871105,-0.017757719,0.001860306,0.018635152,-0.112287015,-0.069903262,-0.09120775,0.043147042,-0.00465203,7.93e-05,0.041659843,-0.014098972,0.061321192,0.060718987,0.102219194,-0.004084321,-0.013329124,0.07119178,0.139528289,0.004838761,0.019776253,0.150551662,-0.023716077,0.050901603,0.026244778,0.112485431,0.039179109,-0.204678357,0.043021411,0.083039492
G05D011,-0.18983708,0.05743376,0.06888539,0.05355278,0.06074112,-0.30226395,-0.04233577,0.19007988,0.07918388,-0.13630708,0.12603088,0.0251605,0.13813986,0.08766969,-0.07329718,-0.04550425,-0.0648611,0.06101621,0.07666462,-0.06087462,0.10424092,0.19141339,0.02308566,-0.05089485,-0.1602899,0.03700179,-0.10430022,-0.22562201,0.16602531,-0.06578998,0.03999194,-0.02603471,0.25912717,-0.19613752,-0.20589642,-0.08500377,0.01296919,0.12903135,0.05966118,-0.13472913,0.03923082,0.16445309,-0.05702267,0.28678587,-0.28330824,-0.07292446,-0.17944092,-0.04189532,0.24174951,-0.07806569,0.0507216,-0.00812694,0.0704141,0.03191035,-0.16353977,-0.18951641,-0.17703995,-0.05976969,-0.01660201,-0.0339756,-0.06340967,-0.05748258,-0.06816101,0.20635204,0.16739298,0.01233663,-0.13729103,0.15233423,0.21623461,0.08216751,0.13420911,-0.07066571,0.08494642,-0.02065765,0.05771365,-0.11225321,0.02433448,-0.0620866,0.02511545,-0.28592747,0.1343173,0.06169465,-0.07220388,0.0352962,0.00466782,-0.06811026,-0.16619657,-0.08300856,0.01401358,0.01432053,-0.0126452,-0.06396855,0.06493467,0.06857473,-0.12812175,-0.17396152,0.22486606,0.1509108,0.03636976,0.10631726,0.04932734,-0.10969932,-0.12026704,0.03009931,-0.02861381,-0.0919784,0.08691622,-0.19717973,-0.1654723,0.18369415,-0.00736556,0.01372835,0.2581755,-0.01329361,-0.08225761,0.06832812,-0.13723984,0.14662574,-0.04270763,0.1161992,0.0220485,0.13165052,-0.16568297,-0.0219606,0.0507471,0.04015203,0.04736133,0.05644,0.12639691,0.10176245,-0.03878562,-0.10688327,0.339824,-0.06409542,0.03189857,0.20743376,-0.13957277,-0.0274185,0.09790266,-0.24722034,0.15861821,-0.04768895,-0.14367107,0.05150564,-0.11228413,-0.08192414,0.11399356,0.05599887,0.0174815,0.11808458,-0.17049642,0.17919461,-0.05427909,-0.0187416,-0.00986632,-0.10269832,0.05399672,-0.18499683,0.04217689,-0.10017784,-0.08836313,0.05609512,-0.1672879,0.04510914,-0.01515874,0.0099491,-0.0484998,-0.07791972,-0.12980793,0.09257257,-0.03191233,-0.0077094,0.02160204,-0.1233738,-0.10637545,-0.1409881,0.06636059,-0.01889685,-0.01715407,0.04615002,-0.00983572,0.07676487,0.07269031,0.1225878,-0.00119291,-0.01479493,0.08358706,0.16866688,0.00261874,0.0379431,0.17797561,-0.03035486,0.06807262,0.04058352,0.14944793,0.04273378,-0.2687278,0.05531129,0.09776139
G05D013,-0.180311635,0.069910251,0.069812357,0.0430668,0.03956968,-0.266525835,-0.050232828,0.161977082,0.062238127,-0.107588559,0.112556018,0.015591308,0.11480289,0.075373404,-0.060871583,-0.032307003,-0.04516796,0.054741848,0.082679257,-0.074422911,0.079139985,0.169084191,0.007492201,-0.044287574,-0.130408466,0.024606424,-0.078663044,-0.19761239,0.14427647,-0.05684657,0.037803274,-0.012619286,0.213390306,-0.163412556,-0.176590428,-0.080379449,0.00064729,0.113422103,0.042573217,-0.12116234,0.035156425,0.142417029,-0.06400916,0.247420087,-0.249088809,-0.066852525,-0.157762274,-0.049953301,0.211529583,-0.080613583,0.053317327,-0.019540081,0.055602841,0.012067207,-0.14081715,-0.177392721,-0.148332193,-0.034868632,-0.030116998,-0.028538505,-0.056647889,-0.054148898,-0.06032921,0.184553996,0.152958453,-0.002517683,-0.131144091,0.113273486,0.187768161,0.071879685,0.108282425,-0.067249574,0.064825766,-0.002538036,0.049963765,-0.099473104,0.011618211,-0.047751945,0.023550967,-0.249418005,0.112523437,0.069826521,-0.060723376,0.033071928,-0.005473968,-0.057470545,-0.136286706,-0.074760288,-0.000939003,0.019061009,-0.00917321,-0.059550177,0.044512857,0.069941513,-0.11571487,-0.141898468,0.181586996,0.134819075,0.041558683,0.104619429,0.027119147,-0.110139817,-0.116593227,0.027200325,-0.013065956,-0.095126487,0.080433741,-0.189963475,-0.14399156,0.162728518,0.000166704,0.008890275,0.223378673,-0.018365843,-0.082126401,0.068413802,-0.115693711,0.137287021,-0.04356996,0.110213175,0.011926314,0.104978681,-0.147495463,-0.00957796,0.052083436,0.040598843,0.034352776,0.047984112,0.116239183,0.093204804,-0.041703772,-0.104261518,0.292277813,-0.067808896,0.027556267,0.182111502,-0.122723967,-0.01838975,0.058957428,-0.187696531,0.140761927,-0.046127491,-0.120663114,0.05947258,-0.094748505,-0.079796255,0.099863991,0.024956545,0.026970437,0.123100936,-0.171683013,0.164576814,-0.045558006,-0.029084375,-0.004764955,-0.099274457,0.042528633,-0.159290582,0.03595607,-0.081122965,-0.086920776,0.03591321,-0.150659978,0.038101703,-0.006916306,0.015335548,-0.045668453,-0.071063004,-0.109903939,0.075235598,-0.035960469,-0.005537579,0.0213433,-0.117687292,-0.087778665,-0.099744514,0.054883588,-0.007949319,-0.011163756,0.039164137,-0.005131296,0.080756843,0.069566041,0.120171279,0.001246629,-0.005739486,0.078313284,0.156156614,0.003018878,0.010958755,0.157136366,-0.017913126,0.061244212,0.023059854,0.126026794,0.043587416,-0.232939675,0.044058327,0.087033063
